gene_id,TMs
WBGene00226696,4
WBGene00226696,4
WBGene00226784,1
WBGene00226784,1
WBGene00226794,0
WBGene00226831,0
WBGene00226831,0
WBGene00226935,0
WBGene00226935,0
WBGene00226961,0
WBGene00227140,0
WBGene00227182,4
WBGene00227295,0
WBGene00227295,0
WBGene00227300,0
WBGene00227313,1
WBGene00227356,1
WBGene00227365,0
WBGene00227591,1
WBGene00227611,0
WBGene00227611,0
WBGene00227646,0
WBGene00227697,9
WBGene00227697,9
WBGene00228185,0
WBGene00228283,6
WBGene00228283,5
WBGene00229138,0
WBGene00229391,0
WBGene00229500,0
WBGene00229500,0
WBGene00229500,0
WBGene00229641,0
WBGene00230037,1
WBGene00230067,0
WBGene00230098,5
WBGene00230098,5
WBGene00230220,0
WBGene00230366,1
WBGene00230620,0
WBGene00230763,0
WBGene00230780,1
WBGene00230930,1
WBGene00230930,0
WBGene00231047,0
WBGene00231375,0
WBGene00231448,0
WBGene00231448,0
WBGene00231504,1
WBGene00232369,0
WBGene00233135,2
WBGene00233135,2
WBGene00233135,2
WBGene00233190,0
WBGene00233190,0
WBGene00233190,0
WBGene00233589,1
WBGene00233912,0
WBGene00233912,0
WBGene00233912,0
WBGene00233914,1
WBGene00233918,0
WBGene00233918,0
WBGene00233918,0
WBGene00233921,0
WBGene00233929,0
WBGene00233929,0
WBGene00233934,0
WBGene00233940,0
WBGene00233949,0
WBGene00233958,0
WBGene00233958,0
WBGene00233982,0
WBGene00233982,0
WBGene00233982,0
WBGene00234029,1
WBGene00234032,0
WBGene00234041,0
WBGene00234109,0
WBGene00234137,1
WBGene00234140,0
WBGene00234140,0
WBGene00234143,0
WBGene00234143,0
WBGene00234143,0
WBGene00234143,0
WBGene00234149,0
WBGene00234149,0
WBGene00234154,0
WBGene00234159,0
WBGene00234162,0
WBGene00234202,0
WBGene00234202,0
WBGene00234202,0
WBGene00234289,0
WBGene00234297,0
WBGene00234297,0
WBGene00234300,0
WBGene00234303,0
WBGene00234304,0
WBGene00234304,0
WBGene00234306,0
WBGene00234307,0
WBGene00234310,0
WBGene00234310,0
WBGene00234315,1
WBGene00234315,1
WBGene00234315,0
WBGene00234320,0
WBGene00234320,0
WBGene00234334,0
WBGene00234338,0
WBGene00234339,0
WBGene00235014,0
WBGene00235014,0
WBGene00268299,0
WBGene00268467,4
WBGene00268573,0
WBGene00269140,0
WBGene00304241,0
